,champion,spell1,spell2,win,kills,deaths,assists,totalDamageDealt,item0,item1,item2,item3,item4,item5,item6,perk0,perk1,perk2,perk3,perk4,perk5,statPerk0,statPerk1,statPerk2,championName
2370,122,4,6,False,4,3,3,127645,3133,1036,3067,6632,3742,3111,3340,8010,9111,9105,8299,8275,8234,5005,5008,5002,Darius
2371,107,4,11,False,9,8,2,138013,3036,1001,3142,6691,0,0,3364,8112,8143,8138,8105,8233,8236,5005,5008,5002,Rengar
2372,68,4,14,False,3,8,5,128784,3152,3157,4630,3020,1082,0,3340,8230,8275,8233,8236,8138,8106,5008,5008,5002,Rumble
2373,115,12,4,False,1,9,8,112056,3165,1082,6653,2421,3020,1029,3363,8229,8226,8210,8237,8304,8345,5008,5008,5003,Ziggs
2374,79,4,14,False,0,7,8,23870,3190,2031,2055,3860,1028,3158,3364,8439,8463,8473,8242,8347,8345,5007,5002,5003,Gragas
2375,86,4,6,True,9,0,9,186064,3006,6631,3033,3742,3053,3133,3340,8010,9111,9105,8299,8451,8429,5008,5003,5001,Garen
2376,203,11,4,True,9,5,13,190132,3091,2055,6672,3071,3047,0,3340,8005,9111,9104,8017,8304,8321,5005,5008,5002,Kindred
2377,223,12,4,True,1,2,8,75418,6662,3065,1028,0,1054,3047,3363,8437,8446,8444,8451,8304,8410,5005,5002,5002,TahmKench
2378,50,4,12,True,14,3,8,131102,4637,6653,1058,3020,1058,3157,3363,8010,8009,9105,8014,8410,8304,5005,5008,5003,Swain
2379,57,4,14,True,2,7,17,31658,3860,3158,6664,3067,2055,1011,3364,8439,8446,8473,8242,8347,8306,5008,5003,5003,Maokai
2380,268,4,12,False,6,5,7,213464,3157,6653,3135,3165,3020,1082,3364,8008,8009,9104,8017,8345,8347,5005,5008,5003,Azir
2381,876,11,4,False,4,7,7,197608,6653,3157,3158,4637,3108,2055,3364,8128,8126,8138,8135,8234,8232,5008,5008,5002,Lillia
2382,126,12,4,False,7,6,5,251394,6692,6694,3142,6695,3047,3042,3363,8010,8009,9104,8299,8352,8345,5008,5008,5002,Jayce
2383,236,1,4,False,4,6,7,177528,3508,6671,1001,3094,1037,1018,3363,8005,8009,9103,8014,8345,8347,5005,5008,5002,Lucian
2384,267,4,14,False,2,6,13,16613,3853,4643,4005,6616,3158,3114,3364,8465,8463,8444,8242,8226,8210,5008,5008,5002,Nami
2385,24,4,12,True,6,6,4,155064,1038,6632,3047,3091,3053,1054,3340,8010,9111,9105,8299,8444,8242,5008,5008,5002,Jax
2386,104,4,11,True,10,4,6,274338,3142,1038,3036,3094,3047,6673,3364,8021,9111,9104,8017,8321,8304,5005,5008,5003,Graves
2387,147,4,12,True,5,4,13,198796,4629,3040,3157,3020,6655,2055,3340,8112,8139,8138,8106,8233,8236,5008,5008,5003,Seraphine
2388,51,7,4,True,8,4,8,262019,3036,3086,1037,3031,3006,6673,3363,8008,9101,9104,8017,8233,8236,5005,5008,5002,Caitlyn
2389,43,4,14,True,1,5,22,25966,3853,2065,4643,3011,3158,0,3364,8229,8275,8233,8237,8352,8345,5008,5008,5002,Karma
2390,17,4,14,True,3,2,5,186801,3006,3135,3041,3115,4633,0,3363,8005,9111,9104,8017,8139,8135,5005,5008,5003,Teemo
2391,141,11,4,True,5,3,6,224295,3111,3123,3071,2421,6630,3053,3364,8010,9111,9105,8299,8304,8347,5008,5008,5002,Kayn
2392,61,12,4,True,5,1,7,177652,6655,2033,3102,3111,3040,1058,3363,8214,8226,8210,8237,8345,8352,5008,5008,5003,Orianna
2393,236,4,1,True,2,3,5,194990,6671,3047,1038,3508,6694,0,3363,8005,8009,9103,8017,8304,8345,5005,5008,5002,Lucian
2394,43,3,4,True,0,5,11,30886,3853,2031,2065,3158,3011,2055,3364,8229,8275,8210,8237,8345,8347,5008,5008,5002,Karma
2395,154,4,12,False,0,4,6,91853,6662,3075,2055,3158,1057,1082,3364,8439,8446,8444,8453,8410,8316,5007,5002,5003,Zac
2396,120,11,6,False,6,4,4,185950,6632,3065,3111,3053,0,0,3364,8010,9111,9105,8014,8429,8242,5008,5008,5001,Hecarim
2397,134,4,12,False,2,2,5,191314,2033,3157,1056,3020,3135,6655,3363,8214,8226,8233,8237,8345,8352,5008,5008,5003,Syndra
2398,202,7,4,False,5,2,4,199755,3009,6671,6676,3094,1018,1038,3363,8021,8009,9103,8014,8275,8234,5008,5008,5002,Jhin
2399,26,14,4,False,1,3,9,31526,3853,3158,2065,3067,3191,1082,3364,8124,8126,8120,8134,8345,8347,5007,5008,5002,Zilean
2400,114,12,4,True,2,6,3,118136,1053,3078,2055,3077,3111,3153,3364,8005,9111,9105,8014,8444,8242,5005,5008,5003,Fiora
2401,91,14,11,True,4,8,11,213871,3158,2420,6693,3142,1036,3814,3364,8128,8143,8138,8134,8275,8232,5008,5008,5002,Talon
2402,39,4,14,True,17,4,6,234128,6673,3153,6333,3026,6609,3111,3364,8010,9111,9104,8014,8345,8352,5005,5008,5003,Irelia
2403,50,4,3,True,7,0,5,120320,1056,3111,6653,3165,1058,3157,3363,8010,8009,9105,8014,8304,8410,5005,5008,5002,Swain
2404,43,14,4,True,0,1,19,32050,3853,3158,6617,3011,3114,0,3364,8214,8226,8210,8237,8106,8136,5007,5008,5002,Karma
2405,85,12,4,False,3,4,5,141530,3157,3916,3152,3020,3135,0,3363,8230,8275,8233,8236,8139,8106,5008,5008,5002,Kennen
2406,16,3,4,False,1,5,10,15114,3047,3011,3853,2055,0,6617,3364,8214,8226,8210,8236,8453,8473,5007,5002,5003,Soraka
2407,69,12,4,False,2,8,3,143944,3157,1026,6653,3070,1082,3916,3340,8010,8009,9105,8299,8139,8135,5008,5008,5002,Cassiopeia
2408,236,7,4,False,1,5,3,165661,6672,3047,3508,3031,0,2055,3363,8005,8009,9103,8014,8345,8304,5005,5008,5002,Lucian
2409,246,11,4,False,12,8,3,163850,3123,3142,3134,6692,3158,3179,3364,8128,8143,8138,8105,8347,8304,5005,5008,5002,Qiyana
2410,117,12,4,False,2,2,2,75821,3504,3158,1082,3916,2065,3114,3363,8214,8226,8210,8237,8345,8352,5005,5008,5003,Lulu
2411,157,14,4,False,4,8,5,178266,1054,3006,1031,3031,3033,6673,3363,8010,9111,9104,8014,8444,8242,5005,5008,5003,Yasuo
2412,245,11,4,False,6,6,6,178189,2031,3157,4633,3020,3115,0,3364,8010,9111,9105,8014,8321,8304,5005,5008,5002,Ekko
2413,523,7,4,False,5,4,4,166048,6673,3006,3086,3036,3031,0,3363,8008,9101,9103,8017,8139,8135,5005,5008,5002,Aphelios
2414,526,14,4,False,0,6,11,22934,3001,1082,3067,3860,2055,3158,3364,8439,8401,8473,8242,8306,8347,5008,5002,5002,Rell
2415,113,12,14,True,5,2,11,128549,3001,6662,1029,2033,3075,3047,3340,8437,8446,8444,8451,8304,8410,5005,5002,5003,Sejuani
2416,5,4,11,True,9,5,14,155631,3053,3110,6630,1057,1036,3047,3364,8010,9111,9105,8299,8304,8347,5005,5008,5003,XinZhao
2417,68,4,14,True,5,3,11,124232,3152,3157,3020,2055,4630,3916,3364,8230,8275,8210,8237,8139,8135,5008,5008,5002,Rumble
2418,51,4,7,True,4,3,13,155956,2420,6695,6671,3006,1055,3094,3363,8008,8009,9103,8017,8233,8236,5005,5008,5002,Caitlyn
2419,235,3,4,True,3,4,17,44213,6632,3047,3864,3033,3051,2055,3364,8351,8304,8345,8410,8009,9104,5005,5003,5002,Senna
2420,223,6,12,True,3,2,8,97486,1011,3076,6662,3111,3143,3067,3364,8437,8401,8444,8242,8304,8410,5005,5003,5001,TahmKench
2421,245,11,4,True,7,3,6,249529,3152,3157,0,3020,1058,3100,3364,8128,8143,8138,8135,9111,9105,5005,5008,5002,Ekko
2422,90,12,4,True,6,5,9,137371,3165,0,6653,3116,3158,2421,3363,8214,8226,8210,8237,8347,8304,5008,5008,5002,Malzahar
2423,119,3,4,True,7,4,7,174929,2421,6673,6676,3031,3086,3006,3363,9923,8139,8138,8134,9111,9103,5005,5008,5002,Draven
2424,412,4,14,True,3,4,10,16918,3857,3190,3107,0,3117,0,3364,8465,8446,8473,8242,8345,8352,5008,5008,5002,Thresh
2425,17,4,14,False,0,5,5,161703,3006,3115,1082,4633,4630,1056,3363,8005,9111,9104,8014,8139,8135,5005,5008,5001,Teemo
2426,28,4,11,False,8,6,9,168955,3089,3152,1082,3020,3102,1026,3340,8112,8143,8138,8105,8233,8236,5008,5008,5002,Evelynn
2427,166,4,14,False,5,2,2,143751,1055,3111,6676,6673,3031,0,3340,8005,9111,9104,8014,8401,8473,5005,5008,5003,Akshan
2428,523,3,4,False,2,6,8,143437,6673,3006,3036,3086,1042,1042,3363,8008,9101,9103,8017,8139,8135,5005,5008,5002,Aphelios
2429,117,4,14,False,3,7,8,29965,3853,1052,3158,4005,6616,0,3364,8112,8126,8136,8105,8210,8226,5008,5008,5002,Lulu
2430,223,12,4,False,1,6,8,49541,6662,3067,3047,1054,3082,0,3363,8360,8304,8345,8410,8444,8453,5005,5002,5001,TahmKench
2431,121,11,4,False,5,9,9,122519,3142,2055,6693,3134,1001,0,3364,8128,8143,8138,8134,8233,8236,5008,5008,5003,Khazix
2432,517,4,12,False,7,9,10,102460,6656,3157,1058,1058,1082,3158,3340,8010,8009,9105,8299,8347,8345,5008,5008,5003,Sylas
2433,222,1,4,False,9,5,5,192883,1053,6671,1038,3006,3031,3046,3363,8008,8009,9103,8017,8275,8236,5005,5008,5002,Jinx
2434,412,14,4,False,0,7,13,20402,2031,3190,3857,1011,3111,3067,3364,8465,8463,8473,8242,8345,8352,5007,5002,5001,Thresh
2435,126,12,4,True,7,3,10,144424,6692,3042,3158,6694,2421,1031,3363,8230,8226,8210,8237,8345,8352,5008,5008,5003,Jayce
2436,28,4,11,True,13,4,11,167431,3089,3152,3041,3102,0,3020,3363,8112,8143,8138,8105,8304,8347,5008,5008,5002,Evelynn
2437,166,4,14,True,12,5,6,154288,1055,3031,3006,3036,1053,6673,3363,8005,8009,9103,8014,8139,8135,5005,5008,5003,Akshan
2438,202,7,4,True,3,4,14,126635,6671,2031,3009,6676,3035,0,3363,8124,8139,8120,8134,8345,8352,5008,5008,5002,Jhin
2439,103,4,14,True,1,6,14,33595,3853,6656,3158,1082,0,3916,3364,8351,8313,8321,8347,8136,8106,5005,5008,5002,Ahri
2440,164,14,12,False,2,3,10,119578,3077,1011,3111,6632,3181,1055,3363,8437,8401,8473,8242,9104,8009,5008,5008,5002,Camille
2441,64,4,11,False,8,7,5,172577,3158,2055,3142,6692,3134,0,3340,8124,8143,8138,8134,8233,8232,5005,5008,5002,LeeSin
2442,517,4,12,False,9,6,6,136689,6656,3157,2420,4629,3041,3158,3364,8010,8009,9105,8299,8345,8347,5008,5008,5001,Sylas
2443,22,1,4,False,4,8,10,88557,0,6673,3091,1036,3006,0,3363,9923,8139,8138,8106,8410,8345,5005,5008,5003,Ashe
2444,43,4,14,False,1,8,13,17100,0,3853,4642,3158,2065,3916,3364,8229,8275,8233,8237,8347,8345,5008,5008,5003,Karma
2445,98,4,12,True,2,7,10,49763,1054,3068,3047,3067,1011,0,3340,8437,8401,8473,8453,8126,8106,5005,5002,5001,Shen
2446,203,4,11,True,11,5,12,192127,1038,6672,3046,3094,1037,3006,3363,8005,9111,9104,8017,8143,8135,5005,5008,5002,Kindred
2447,4,4,12,True,6,3,11,137225,6656,3158,0,3041,3094,3100,3363,8124,8139,8120,8134,8316,8347,5005,5008,5003,TwistedFate
2448,50,3,4,True,9,5,12,107654,6653,3157,3111,1052,3165,1011,3340,8112,8126,8120,8134,8345,8313,5008,5008,5002,Swain
2449,526,14,4,True,4,4,17,20356,2065,3860,0,0,3075,3047,3364,8439,8401,8473,8242,8306,8347,5007,5002,5003,Rell
2450,27,12,4,True,2,1,8,83396,2033,4637,6664,0,0,3009,3363,8124,8139,8138,8134,8242,8473,5008,5008,5002,Singed
2451,246,11,4,True,9,0,6,145605,6693,0,3142,0,1036,3158,3364,8128,8143,8138,8105,8304,8347,5008,5008,5002,Qiyana
2452,136,12,4,True,9,1,6,83499,3020,2420,3116,3191,3916,1082,3340,8112,8139,8138,8105,8345,8352,5005,5008,5002,AurelionSol
2453,119,4,7,True,6,2,8,96684,3047,6673,3036,2055,1038,0,3363,9923,8139,8138,8135,9103,8009,5005,5008,5002,Draven
2454,555,4,14,True,2,4,12,23440,3857,2031,6691,3117,1036,0,3364,9923,8126,8138,8106,9111,9105,5008,5008,5002,Pyke
2455,23,6,4,False,0,4,2,71470,1054,2031,6672,3006,1036,0,3340,8008,9111,9105,8299,8444,8242,5005,5008,5002,Tryndamere
2456,421,11,4,False,2,7,2,73604,6692,3111,3044,0,0,0,3364,8010,9111,9104,8014,8304,8347,5005,5008,5002,RekSai
2457,20,14,4,False,1,9,2,60603,1056,1082,3020,3802,3067,0,3364,8128,8126,8138,8105,8234,8232,5008,5008,5003,Nunu
2458,81,4,21,False,2,5,3,58845,3070,6632,3158,3133,0,0,3363,8010,8009,9103,8014,8345,8347,5005,5008,5002,Ezreal
2459,350,7,3,False,3,3,2,10034,3853,6617,1082,1052,3114,1052,3364,8214,8226,8210,8236,8009,8017,5008,5008,5002,Yuumi
2460,36,12,4,True,9,1,21,259134,6662,3047,3143,3075,8001,3065,3364,8437,8446,8444,8451,8304,8410,5005,5002,5002,DrMundo
2461,48,11,4,True,7,9,22,189278,3047,3065,3143,3053,6632,1057,3364,8124,8126,8136,8134,8275,8232,5005,5008,5002,Trundle
2462,3,12,4,True,12,6,14,246623,1057,6656,3157,3089,3020,3135,3340,8439,8401,8444,8242,8275,8210,5008,5008,5003,Galio
2463,523,7,4,True,15,6,7,338034,6676,6671,3006,3156,3072,3031,3363,8005,9101,9103,8014,8275,8236,5005,5008,5002,Aphelios
2464,111,14,4,True,3,7,18,40340,3857,3190,2055,3047,3001,1011,3364,8439,8401,8473,8242,8347,8345,5005,5002,5003,Nautilus
2465,92,12,4,False,1,13,6,255335,3111,6630,3036,3026,3071,1033,3363,8010,9111,9104,8299,8210,8236,5008,5008,5003,Riven
2466,421,11,4,False,6,11,7,178872,6630,3814,3047,3053,3123,1028,3340,8010,9111,9104,8014,8453,8429,5005,5008,5002,RekSai
2467,112,4,12,False,8,7,9,229521,4637,0,6653,3135,3089,3020,3363,8230,8226,8210,8236,8139,8134,5007,5008,5001,Viktor
2468,51,4,21,False,4,10,13,253244,3031,3046,3006,3036,6673,1038,3363,8008,9101,9103,8017,8233,8236,5005,5008,5002,Caitlyn
2469,101,7,4,False,10,5,11,187331,3853,3135,3089,6655,4628,3020,3364,8229,8226,8233,8236,8304,8321,5008,5008,5002,Xerath
2470,24,12,4,False,14,12,4,176990,3078,3053,3065,3091,3077,3111,3340,8010,9111,9105,8299,8304,8352,5005,5008,5002,Jax
2471,203,11,4,False,12,7,7,200464,6671,3046,3111,1038,3036,6676,3364,8005,9111,9104,8017,8304,8321,5005,5008,5002,Kindred
2472,4,4,12,False,3,3,17,191195,6656,3111,3157,0,3100,3094,3363,8124,8139,8120,8134,8316,8352,5005,5008,5002,TwistedFate
2473,498,4,7,False,5,8,10,205746,6692,3006,3042,6694,3155,3133,3363,8214,8226,8210,8237,8304,8345,5005,5008,5003,Xayah
2474,16,4,3,False,0,11,26,21908,3011,3853,3114,3158,1052,6617,3364,8214,8226,8210,8236,8453,8429,5008,5008,5002,Soraka
2475,164,12,14,True,12,7,8,205768,6632,6035,1037,3047,3181,3074,3363,8437,8401,8473,8242,8304,8345,5005,5008,5002,Camille
2476,234,4,11,True,12,7,10,206893,6673,3026,0,6333,3047,3153,3364,8010,9111,9104,8014,8347,8304,5005,5008,5002,Viego
2477,3,12,4,True,4,6,19,142965,3089,6656,3157,1082,3020,0,3340,8439,8401,8444,8242,8275,8210,5008,5008,5002,Galio
2478,99,12,4,True,10,3,18,183370,3089,3041,3916,3135,6655,3020,3363,8229,8226,8210,8236,8126,8106,5008,5008,5002,Lux
2479,111,4,14,True,3,11,13,26334,2055,3860,3190,1057,3117,3075,3364,8439,8463,8429,8242,8306,8321,5005,5003,5002,Nautilus
2480,23,6,4,True,5,5,3,169416,1054,3046,6672,1018,0,3006,3363,8008,9111,9105,8299,8444,8242,5005,5008,5002,Tryndamere
2481,44,6,11,True,0,1,12,114924,6029,3047,8001,3110,2055,0,3364,8005,9111,9105,8299,8453,8429,5005,5008,5002,Taric
2482,84,12,14,True,10,1,3,115095,1056,4633,3041,4637,3020,1052,3364,8010,8009,9105,8014,8429,8242,5008,5008,5003,Akali
2483,119,7,4,True,9,6,3,153929,6676,6673,3006,3031,3086,1042,3340,9923,8139,8138,8135,9111,9104,5005,5008,5002,Draven
2484,43,14,4,True,2,4,12,29255,3853,1004,4005,6616,1052,3158,3364,8229,8226,8234,8237,8345,8410,5008,5008,5002,Karma
2485,24,14,4,False,2,10,3,65464,2033,6632,3051,1033,1036,3047,3340,8010,9111,9105,8299,8345,8352,5005,5008,5002,Jax
2486,64,11,4,False,4,2,7,144446,3071,2421,2055,3047,1029,6630,3340,8010,9111,9104,8299,8136,8134,5005,5008,5002,LeeSin
2487,3,12,4,False,8,4,2,105367,1058,6656,3157,1082,3020,1056,3340,8439,8401,8444,8242,8275,8210,5008,5008,5003,Galio
2488,498,3,4,False,2,4,6,117781,1036,3142,3158,3042,1036,1036,3363,8214,8226,8210,8237,8304,8345,5005,5008,5002,Xayah
2489,111,4,14,False,0,6,9,20240,3860,3190,2055,3076,0,3047,3364,8439,8401,8473,8242,8345,8347,5007,5002,5002,Nautilus
2490,24,4,12,False,1,5,1,113255,2033,2055,6632,3158,3071,0,3340,8010,9111,9105,8299,8345,8352,5005,5008,5002,Jax
2491,104,4,11,False,1,7,5,119494,3047,3142,6692,0,0,0,3364,8128,8143,8138,8105,9111,9104,5005,5008,5002,Graves
2492,68,14,4,False,6,10,0,78348,3020,3157,3089,0,0,0,3340,8112,8139,8138,8106,8275,8236,5008,5008,5003,Rumble
2493,50,7,4,False,2,5,3,92626,1056,6653,1082,3157,2055,3020,3363,8112,8126,8138,8106,8009,9105,5008,5008,5002,Swain
2494,89,14,4,False,1,4,3,12440,3860,3190,3076,0,0,3047,3364,8439,8446,8429,8242,8345,8347,5007,5002,5002,Leona
2495,164,12,14,True,3,4,8,91669,6632,3074,1036,1055,3158,0,3363,8437,8401,8473,8242,8304,8345,5008,5008,5002,Camille
2496,64,11,4,True,11,1,11,148147,6630,2055,3047,3071,6333,0,3340,8010,9111,9105,8299,8304,8347,5005,5008,5002,LeeSin
2497,3,12,4,True,5,3,17,105687,1056,6656,3157,1082,3020,1026,3340,8439,8401,8444,8242,8275,8210,5008,5008,5003,Galio
2498,202,1,4,True,10,1,5,170541,3142,6671,3111,2055,3036,3086,3363,8124,8139,8138,8134,9103,8009,5008,5008,5003,Jhin
2499,432,14,4,True,2,2,17,23628,3111,3190,3853,1011,0,3067,3364,8465,8463,8473,8242,8136,8105,5005,5003,5003,Bard
2500,24,4,12,False,5,4,4,138869,1037,2055,3044,3153,6632,3158,3340,8010,9111,9105,8299,8345,8352,5005,5008,5002,Jax
2501,141,11,4,False,4,8,2,123154,3111,6630,3053,1031,0,0,3364,8010,9111,9105,8299,8304,8347,5008,5008,5002,Kayn
2502,4,12,4,False,1,4,6,125089,6656,3158,1026,3094,1082,3113,3340,8124,8139,8120,8134,8429,8451,5005,5008,5003,TwistedFate
2503,51,7,4,False,3,6,0,97340,6673,3036,0,3006,0,0,3363,8021,9101,9103,8017,8236,8233,5005,5008,5002,Caitlyn
2504,89,14,4,False,0,7,5,16713,3190,1028,2055,3860,3076,3117,3364,8439,8401,8473,8242,8345,8347,5008,5008,5002,Leona
2505,150,12,4,True,4,1,10,122089,3047,6632,3044,3075,0,0,3340,8437,8446,8473,8242,8139,8135,5005,5008,5002,Gnar
2506,234,4,11,True,5,3,12,165449,3508,3047,6673,0,1036,0,3364,8005,9111,9105,8014,8304,8347,5005,5008,5001,Viego
2507,3,12,4,True,6,7,13,110298,3916,6656,3157,1082,3020,1026,3363,8439,8401,8473,8242,8275,8210,5008,5008,5002,Galio
2508,498,1,4,True,12,0,6,204168,6692,2031,3042,3158,6694,1036,3363,8214,8226,8210,8237,9103,8009,5005,5008,5002,Xayah
2509,25,3,4,True,2,2,14,17081,2065,3157,3853,2055,3158,1028,3364,8214,8226,8233,8237,8139,8134,5008,5008,5001,Morgana
2510,85,12,4,False,7,10,3,199131,3157,3135,3152,3020,1058,3165,3364,8112,8139,8138,8106,8233,8236,5008,5008,5002,Kennen
2511,104,4,11,False,9,6,9,235789,3111,3033,3142,1018,6692,3036,3364,8021,9111,9104,8014,8347,8304,5005,5008,5002,Graves
2512,45,12,4,False,1,7,12,105048,3020,6656,2055,0,3070,3089,3363,8124,8139,8138,8134,8210,8232,5007,5008,5001,Veigar
2513,523,4,7,False,10,4,4,262342,0,3006,6673,3031,3072,3036,3363,8010,9101,9103,8017,8233,8236,5005,5008,5002,Aphelios
2514,117,14,4,False,0,5,20,20619,2065,3222,3158,3916,3853,2055,3364,8214,8275,8210,8237,8345,8352,5008,5008,5003,Lulu
2515,39,4,12,True,3,6,5,189525,2421,6630,3053,3091,1031,3111,3364,8010,8009,9105,8299,8444,8242,5005,5008,5002,Irelia
2516,99,4,3,True,7,5,6,38986,6655,3853,0,3020,1082,4628,3364,8229,8226,8210,8237,8126,8105,5008,5008,5002,Lux
2517,134,4,14,True,9,8,4,194542,4628,3157,1026,6655,3135,3020,3363,8112,8139,8138,8106,8226,8210,5005,5008,5003,Syndra
2518,360,1,4,True,5,5,11,245716,3036,3042,6695,6692,0,3047,3363,9923,8139,8138,8134,8009,9104,5005,5008,5002,Samira
2519,64,4,11,True,8,3,10,268247,2055,6333,6630,3053,3026,3111,3340,8010,9111,9105,8299,8304,8347,5005,5008,5002,LeeSin
2520,86,6,4,False,4,4,2,127263,6631,1054,0,3006,3053,3033,3340,8010,9111,9105,8299,8429,8242,5008,5002,5001,Garen
2521,245,4,11,False,5,6,6,134980,3115,3152,3020,1058,1082,0,3364,8124,8143,8138,8134,8321,8347,5005,5008,5002,Ekko
2522,711,4,14,False,8,4,6,167937,6655,3157,3020,3916,1082,4628,3363,8112,8139,8138,8106,8345,8347,5005,5008,5003,Vex
2523,523,7,4,False,3,10,2,115171,2055,2031,3006,6673,3036,1037,3363,8008,9101,9103,8017,8139,8135,5005,5008,5002,Aphelios
2524,99,4,14,False,0,10,7,33812,3108,2055,3853,1082,3158,4005,3364,8229,8226,8210,8237,8126,8106,5005,5008,5002,Lux
2525,114,4,12,True,3,2,6,177844,0,6630,3053,3748,1055,3111,3340,8010,9111,9105,8299,8473,8242,5005,5008,5002,Fiora
2526,104,11,4,True,6,5,8,214247,3142,2031,6673,3036,3009,0,3364,8021,9111,9104,8017,8321,8304,5005,5008,5003,Graves
2527,517,4,14,True,12,8,8,148221,3089,6656,3157,3041,1052,3111,3364,8010,8009,9105,8299,8473,8453,5008,5008,5003,Sylas
2528,498,4,1,True,8,3,6,175162,3042,6692,6694,3158,0,1036,3363,8214,8226,8233,8237,8139,8106,5008,5008,5002,Xayah
2529,37,7,4,True,5,2,19,16493,6617,3158,3107,3853,4643,3114,3364,8214,8226,8210,8237,8009,8017,5008,5008,5001,Sona
2530,164,4,12,False,5,10,4,74652,1055,3158,6632,1053,6333,1036,3340,8437,8401,8473,8242,8304,8321,5008,5008,5002,Camille
2531,104,11,4,False,8,8,11,140689,6671,3142,6695,2422,6676,1036,3364,8021,9111,9104,8017,8304,8321,5005,5008,5002,Graves
2532,85,4,12,False,5,4,2,123669,0,3152,0,3135,3089,3020,3364,8214,8275,8233,8236,8139,8135,5005,5008,5002,Kennen
2533,21,4,7,False,4,9,11,87092,3047,1037,6671,6676,1018,0,3363,8005,8009,9103,8017,8304,8345,5005,5008,5002,MissFortune
2534,25,4,14,False,3,11,14,18661,2065,3853,3157,2055,1082,3158,3364,8229,8226,8210,8236,8313,8345,5005,5008,5002,Morgana
2535,240,4,12,True,5,4,10,142319,6631,3071,3748,1029,2055,3047,3363,8010,9111,9104,8299,8444,8446,5008,5008,5001,Kled
2536,163,11,4,True,8,3,12,151116,6655,4632,3157,3020,4628,0,3363,8128,8126,8138,8135,8275,8232,5005,5008,5002,Taliyah
2537,555,4,12,True,13,5,14,52050,3142,6333,3156,6691,3158,0,3363,9923,8126,8138,8106,9111,9105,5008,5008,5002,Pyke
2538,523,4,3,True,15,7,9,226234,6673,3006,3036,3031,3086,0,3363,8010,9101,9103,8299,8233,8236,5005,5008,5002,Aphelios
2539,412,4,14,True,1,6,30,14563,3855,3117,2065,1033,3067,2055,3364,8465,8401,8473,8453,8345,8352,5008,5008,5002,Thresh
2540,24,12,14,False,2,4,0,89195,2033,6632,3153,3047,1036,0,3340,8010,9111,9104,8299,8352,8304,5005,5008,5002,Jax
2541,245,4,11,False,3,5,2,123507,3152,3108,3111,3191,1082,0,3364,8128,8143,8138,8135,9105,9111,5005,5008,5002,Ekko
2542,142,4,14,False,7,7,2,72753,6655,2033,2055,3020,4628,1082,3340,8112,8139,8138,8135,8345,8352,5005,5008,5001,Zoe
2543,523,3,4,False,0,6,1,99313,6673,3047,3035,1018,2031,2055,3363,8008,9101,9103,8014,8139,8135,5005,5008,5002,Aphelios
2544,26,14,4,False,1,3,3,22334,0,3851,2065,3158,1029,0,3364,8214,8226,8210,8236,8120,8134,5007,5008,5002,Zilean
2545,420,4,12,True,0,2,4,133197,2033,3111,1029,6632,3044,1028,3340,8437,8446,8473,8242,8009,9105,5008,5002,5001,Illaoi
2546,246,11,4,True,15,2,7,133268,3142,3158,0,6692,3814,1036,3364,8124,8143,8136,8106,9111,9105,5005,5008,5003,Qiyana
2547,4,12,4,True,5,3,10,122182,3041,1058,6656,2423,3111,3094,3364,8360,8313,8316,8352,8473,8242,5005,5008,5003,TwistedFate
2548,202,4,1,True,5,3,7,107404,6671,0,1018,1042,3009,6676,3363,8021,8009,9103,8014,8345,8352,5008,5008,5002,Jhin
2549,432,4,3,True,0,3,15,16196,0,3853,3190,3067,1028,3009,3364,8021,9111,9105,8299,8105,8136,5005,5002,5003,Bard
2550,164,12,14,False,4,7,5,123609,6632,3074,3053,3111,2420,1054,3364,8437,8401,8444,8242,8304,8321,5008,5008,5003,Camille
2551,245,4,11,False,11,6,2,194462,3152,3157,3165,3111,1058,1058,3364,8128,8143,8138,8135,9111,9105,5005,5008,5002,Ekko
2552,777,4,12,False,5,13,3,111880,3031,6673,3006,1057,1029,0,3340,8010,9111,9104,8299,8429,8451,5005,5008,5003,Yone
2553,81,4,3,False,1,9,5,107754,3111,3078,3133,3042,1036,0,3363,8010,8009,9103,8017,8139,8134,5005,5008,5002,Ezreal
2554,78,14,4,False,1,12,4,19049,1029,3190,3111,3857,3067,0,3364,8439,8463,8473,8242,8105,8136,5008,5002,5003,Poppy
2555,85,4,12,True,8,7,8,97881,3157,3152,3916,1055,3020,1026,3340,8112,8139,8138,8105,8233,8236,5005,5008,5002,Kennen
2556,234,4,11,True,16,3,12,141658,6673,0,3047,3508,3031,1057,3364,8010,9111,9104,8299,8304,8347,5005,5008,5002,Viego
2557,517,12,4,True,9,6,14,118187,3157,6656,4629,3158,1056,0,3364,8010,8009,9105,8299,8345,8347,5005,5008,5002,Sylas
2558,202,1,4,True,12,3,17,193794,3142,6671,3009,3094,3031,3035,3363,8124,8139,8138,8134,9103,8009,5008,5008,5002,Jhin
2559,57,4,14,True,2,3,22,46881,3860,3158,6664,2055,8001,0,3364,8439,8446,8473,8242,8347,8345,5008,5008,5002,Maokai
2560,24,12,4,False,7,3,1,186158,6632,2420,3053,3047,3181,3091,3340,8010,9111,9104,8299,8352,8304,5005,5008,5002,Jax
